# corpus index — Assets/Animations/Mixamo30 — 2026-08-21T02:02:25Z — 2446 clips
clip_name	asset_path	guid	file_id	length	frame_rate	loop
mx_Attacker_Chase_Down_Give_Surprise_Uppercut	Assets/Animations/Mixamo30/mx_Attacker_Chase_Down_Give_Surprise_Uppercut.fbx	ebe9f8314587f4a4485db0d133d7f12b	-203655887218126122	3.50000024	30	false
mx_Attacking	Assets/Animations/Mixamo30/mx_Attacking.fbx	756f0bb6229b30543b39bb6bacaaf75f	-203655887218126122	0.0333333351	30	false
mx_Attacking_2	Assets/Animations/Mixamo30/mx_Attacking_2.fbx	259ac99e955eb9d4288892b39dd9e7aa	-203655887218126122	0.0333333351	30	false
mx_Attacking_3	Assets/Animations/Mixamo30/mx_Attacking_3.fbx	fdfd9da81ed358f4d8afd7f2ea8b62dc	-203655887218126122	0.0333333351	30	false
mx_Attempt_To_Stab_Then_Get_Beat_Down	Assets/Animations/Mixamo30/mx_Attempt_To_Stab_Then_Get_Beat_Down.fbx	6a71def906c37ae4290e3aece96ecfba	-203655887218126122	5.00000048	30	false
mx_Attempting_To_Open_A_Door	Assets/Animations/Mixamo30/mx_Attempting_To_Open_A_Door.fbx	425503d65fdbd684688dbf9b86b57912	-203655887218126122	5.23333359	30	false
mx_Back_Arched_Arms_Supporting	Assets/Animations/Mixamo30/mx_Back_Arched_Arms_Supporting.fbx	6d4691e3a8102014dba7b48fb756c0d6	-203655887218126122	0.0333333351	30	false
mx_Back_Flip_To_Uppercut_Combo	Assets/Animations/Mixamo30/mx_Back_Flip_To_Uppercut_Combo.fbx	d703dc106f84b3a4da2397b6c51ff9eb	-203655887218126122	5.83333349	30	false
mx_Back_Hand_Cross	Assets/Animations/Mixamo30/mx_Back_Hand_Cross.fbx	0b0726d4625952248945860704be4cf1	-203655887218126122	2.13333344	30	false
mx_Back_Leg_Sweep	Assets/Animations/Mixamo30/mx_Back_Leg_Sweep.fbx	16bbb143704795d4fbbf1c43b902437b	-203655887218126122	2.23333335	30	false
mx_Back_Squat_Workout	Assets/Animations/Mixamo30/mx_Back_Squat_Workout.fbx	c7eaf57c03970ce4a8cb8d10466d0823	-203655887218126122	2.266667	30	false
mx_Backflip_Moving_Backward	Assets/Animations/Mixamo30/mx_Backflip_Moving_Backward.fbx	1a99fbe5bf75c7f44bd03a4c7b1f3fea	-203655887218126122	4.10000038	30	false
mx_Backhanded_Upward_Attack_With_Axe	Assets/Animations/Mixamo30/mx_Backhanded_Upward_Attack_With_Axe.fbx	dc1916bf9d93b7a44a6253fb84dbb880	-203655887218126122	3.16666675	30	false
mx_Backward_Happy_Walk	Assets/Animations/Mixamo30/mx_Backward_Happy_Walk.fbx	623833af043438546af05dea8e9a3a1a	-203655887218126122	1.03333342	30	false
mx_Backward_Run_Turning_Right	Assets/Animations/Mixamo30/mx_Backward_Run_Turning_Right.fbx	e2ae22e0da868d647acc0074fec4b156	-203655887218126122	0.6666667	30	false
mx_Backward_Running_Jump	Assets/Animations/Mixamo30/mx_Backward_Running_Jump.fbx	6300c44dfe112b549848deb0e42979ca	-203655887218126122	0.9333334	30	false
mx_Backward_Walk	Assets/Animations/Mixamo30/mx_Backward_Walk.fbx	9409e741e84844f4e8c3650a2fb967f7	-203655887218126122	1.23333335	30	false
mx_Backward_Walk_Turning_Right	Assets/Animations/Mixamo30/mx_Backward_Walk_Turning_Right.fbx	4f550c7849d708e4bbd4c2d25d1a232d	-203655887218126122	1.26666677	30	false
mx_Backwards_Running	Assets/Animations/Mixamo30/mx_Backwards_Running.fbx	74a07b9b7214f904ea8c7aa79e2f2949	-203655887218126122	0.6333334	30	false
mx_Bad_Shot_Reaction_Var_1	Assets/Animations/Mixamo30/mx_Bad_Shot_Reaction_Var_1.fbx	1f1d68e673404f349b110e0dfebffea7	-203655887218126122	8.200001	30	false
mx_Bad_Shot_Reaction_Var_2	Assets/Animations/Mixamo30/mx_Bad_Shot_Reaction_Var_2.fbx	3d1ddac0526f8e248a428d6928df42cb	-203655887218126122	17.3000011	30	false
mx_Bad_Shot_Reaction_Var_3	Assets/Animations/Mixamo30/mx_Bad_Shot_Reaction_Var_3.fbx	c5a703e8e1d569d419e26bc8324de913	-203655887218126122	13.333334	30	false
mx_Ballet_Dance_Variation_One	Assets/Animations/Mixamo30/mx_Ballet_Dance_Variation_One.fbx	92e74be55049a1b40a3070d10e7057ff	-203655887218126122	12.3666677	30	false
mx_Ballet_Dance_Variation_Two	Assets/Animations/Mixamo30/mx_Ballet_Dance_Variation_Two.fbx	ea48b5683e367a646bae7c993b72c2f5	-203655887218126122	2.63333344	30	false
mx_Banging_Axe_On_Chest	Assets/Animations/Mixamo30/mx_Banging_Axe_On_Chest.fbx	620f89d379d59ff4b9c0a44b8a010f37	-203655887218126122	2.83333349	30	false
mx_Banging_Fist_On_Table	Assets/Animations/Mixamo30/mx_Banging_Fist_On_Table.fbx	4c7dba1ef0d3c8b47bf84174f98b3d8b	-203655887218126122	2.63333344	30	false
mx_Baseball_Base_Hit_Double_Plus	Assets/Animations/Mixamo30/mx_Baseball_Base_Hit_Double_Plus.fbx	e2c025380306af7459dd034fdeee2aba	-203655887218126122	2.9	30	false
mx_Baseball_Base_Hit_Homerun	Assets/Animations/Mixamo30/mx_Baseball_Base_Hit_Homerun.fbx	3d1946c9e30c1cc40863c10c5cc3e71d	-203655887218126122	3.9	30	false
mx_Baseball_Base_Hit_Single	Assets/Animations/Mixamo30/mx_Baseball_Base_Hit_Single.fbx	e923f875ebf63dd46912d69b23cfa50a	-203655887218126122	1.96666682	30	false
